experiment_id,theta,seed,condition,noise_strength,kl,js,tv,entropy,l1,utility,action
427,2.748893571891069,2,medium,0.08,1.259736509358462,0.021202595540279787,0.06711591484342638,1.9054736563035737,0.13423182968685277,-0.06711591484342638,IGNORE
428,2.748893571891069,2,high,0.2,3.3145349976950635,0.055483598904421144,0.15940107109342638,2.4140245333637127,0.31880214218685277,-0.15940107109342638,IGNORE
429,2.748893571891069,3,low,0.02,0.2489396950962774,0.004449283398465889,0.018043649218426383,1.5585297206960629,0.036087298436852766,-0.018043649218426383,IGNORE
430,2.748893571891069,3,medium,0.08,1.1669552769728715,0.01952516091613253,0.058548235936852794,1.865972832449373,0.11709647187370559,-0.058548235936852794,IGNORE
431,2.748893571891069,3,high,0.2,3.0406763996927157,0.0506488083602997,0.1457064390618528,2.3493104006626098,0.2914128781237056,-0.1457064390618528,IGNORE
432,2.748893571891069,4,low,0.02,0.3193031723081195,0.005699046133248551,0.023636126561852787,1.598644986742746,0.047272253123705574,-0.023636126561852787,IGNORE
433,2.748893571891069,4,medium,0.08,1.346599093581077,0.022683965610725734,0.0729525328118528,1.9406996781779902,0.1459050656237056,-0.0729525328118528,IGNORE
434,2.748893571891069,4,high,0.2,3.3824222112730657,0.05656325203284972,0.1625521421868528,2.43124592038641,0.3251042843737056,-0.1625521421868528,IGNORE
435,2.748893571891069,5,low,0.02,0.24836390110287931,0.004361640894254709,0.013404977343426383,1.5358639464214368,0.026809954686852766,-0.013404977343426383,IGNORE
436,2.748893571891069,5,medium,0.08,1.1602404629043384,0.01930633836079018,0.05612958671842638,1.8510984203665248,0.11225917343685277,-0.05612958671842638,IGNORE
437,2.748893571891069,5,high,0.2,3.2888386669312757,0.05470656033916642,0.1547396421868528,2.40152039623639,0.3094792843737056,-0.1547396421868528,IGNORE
438,2.748893571891069,6,low,0.02,0.30373028258862994,0.005371063992073768,0.019020211718426383,1.5667270656972514,0.038040423436852766,-0.019020211718426383,IGNORE
439,2.748893571891069,6,medium,0.08,1.2917027223225397,0.02158776683083781,0.06589521171842638,1.9035105721294667,0.13179042343685277,-0.06589521171842638,IGNORE
